node,community,in_degree,out_degree,total_degree,in_degree_in_group,out_degree_in_group,total_degree_in_group,in_degree_between,out_degree_between,total_degree_between,weighted_in_degree,weighted_out_degree,weighted_total_degree,weighted_in_degree_in_group,weighted_out_degree_in_group,weighted_total_degree_in_group,weighted_in_degree_between,weighted_out_degree_between,weighted_total_degree_between,in_group_indegree_ratio,in_group_outdegree_ratio,in_group_indegree_strength_fraction,in_group_outdegree_strength_fraction,k_core_in,k_core_out,k_core_undirected,s_core_in,s_core_out,s_core_undirected,in_reach_2,out_reach_2,undirected_reach_2,out_degree_normalized,in_degree_normalized,in_out_ratio,weighted_in_out_ratio,ego_density,density_clustering_coefficient,cg_cycle,cg_middleman,cg_in,cg_out,cg_total,barrat_local,r_norm_ranked,page_rank,salsa_hub,salsa_authority,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized,in_reach_2_normalized,out_reach_2_normalized
5147475753250500028,2,3,37,40,2,37,39,1,0,1,5.0,38.0,43.0,3.0,38.0,41.0,2.0,0.0,2.0,0.6666666666666666,1.0,0.6,1.0,1,1,6,6.0,10.0,16.0,6,82,359,0.008137044967880086,0.0010706638115631692,0.08108108108086194,0.1315789473680748,0.07256097560975609,0.049375,0.0,0.6454849498327759,0.45,0.0043859649122807015,0.06380441264162194,0.12581991651759095,0.0,0.002095840228580709,0.04347826086956522,0.002197802197802201,0.005797375891745352,0.0,0.0016425996083383665,0.01284796573875803,0.17558886509635974
0,1,0,278,278,0,18,18,0,260,260,0.0,387.0,387.0,0.0,34.0,34.0,0.0,353.0,353.0,0.0,0.06474820143884892,0.0,0.08785529715762273,0,2,6,0.0,19.0,34.0,1,418,425,0.0828693790149893,0.0,0.0,0.0,0.009772826899770506,0.0062108586512085295,0.0,0.0,0.0,0.008251009804195934,0.008251009804195934,0.016175524025410684,0.0,0.002026376882086994,0.043478260869565175,0.0,0.0,0.004654787045056716,0.0019445817090356706,0.0021413276231263384,0.8950749464668094
16851560610110651,2,1,53,54,1,53,54,0,0,0,1.0,108.0,109.0,1.0,108.0,109.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,6,1.0,14.0,26.0,5,183,193,0.023126338329764455,0.00021413276231263382,0.018867924528266286,0.009259259259250686,0.052061495457721874,0.03381986472054112,0.06918238993710692,0.6163522012578616,0.0,0.03668091168091168,0.04510822510822511,0.07251235003528582,0.3,0.0020475230579178987,0.043478260869565244,0.0021978021978022034,0.016643870455475343,0.0,0.0008830688702209044,0.010706638115631691,0.39186295503211993
4215493877812722407,2,0,48,48,0,48,48,0,0,0,0.0,52.0,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2,6,0.0,11.0,14.0,1,113,125,0.01113490364025696,0.0,0.0,0.0,0.027636054421768707,0.007378472222222222,0.0,0.0,0.0,0.011252045826513912,0.011252045826513912,0.020458265139116204,0.0,0.002026376882086994,0.04347826086956524,0.0,0.007458571454086141,0.0,0.0005719357967751972,0.0021413276231263384,0.24197002141327623
8842845701860342712,2,1,30,31,1,30,31,0,0,0,2.0,31.0,33.0,2.0,31.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,5,4.0,9.0,11.0,7,77,117,0.006638115631691649,0.00042826552462526765,0.03333333333322223,0.06451612903204995,0.04939516129032258,0.018730489073881373,0.03296703296703297,0.42857142857142855,0.0,0.004449388209121246,0.025252525252525252,0.050505050505050504,0.0,0.0021047118511217846,0.043478260869565195,0.002197802197802202,0.004386541680443737,0.0,0.0005353319057815846,0.014989293361884369,0.16488222698072805
3577105742580564507,2,5,58,63,5,58,63,0,0,0,14.0,63.0,77.0,14.0,63.0,77.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2,6,23.0,12.0,24.0,16,113,193,0.013490364025695931,0.0029978586723768737,0.0862068965515755,0.2222222222218695,0.0427547363031234,0.027055150884495317,0.021409455842997322,0.264049955396967,0.5357142857142857,0.01740462266778056,0.05295721476510067,0.09176069831807537,0.6,0.002471237042766681,0.043478260869565265,0.002197802197802201,0.011438221099143178,0.0,0.0008830688702209044,0.034261241970021415,0.24197002141327623
652311693573805335,2,0,1,1,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0.0,1.0,1.0,1,2,3,0.00021413276231263382,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002026376882086994,0.04347826086956519,0.0,0.00013916836018269818,0.0,1.3726459122604734e-5,0.0021413276231263384,0.004282655246252677
6331486836036895988,2,0,12,12,0,12,12,0,0,0,0.0,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,3,0.0,8.0,7.0,1,13,21,0.005139186295503212,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002026376882086994,0.043478260869565216,0.0,0.00882943088045797,0.0,9.608521385823314e-5,0.0021413276231263384,0.027837259100642397
4391701289550400083,2,0,32,32,0,31,31,0,1,1,0.0,72.0,72.0,0.0,70.0,70.0,0.0,2.0,2.0,0.0,0.96875,0.0,0.9722222222222222,0,2,5,0.0,13.0,18.0,1,157,167,0.015417558886509636,0.0,0.0,0.0,0.05303030303030303,0.0234375,0.0,0.0,0.0,0.02867383512544803,0.02867383512544803,0.05197132616487455,0.0,0.002026376882086994,0.043478260869565216,0.0,0.010061102876793473,0.0,0.0007641062244916635,0.0021413276231263384,0.3361884368308351
7907653196361365248,2,7,50,57,6,50,56,1,0,1,25.0,122.0,147.0,20.0,122.0,142.0,5.0,0.0,5.0,0.8571428571428571,1.0,0.8,1.0,2,2,6,26.0,16.0,36.0,16,140,423,0.026124197002141327,0.0053533190578158455,0.13999999999972,0.20491803278671727,0.04824561403508772,0.03093112244897959,0.0215414073719483,0.23168980373384396,0.30333333333333334,0.017898962863834057,0.05074844833880979,0.08707482993197278,0.7,0.0028495950451939665,0.043478260869565244,0.002197802197802199,0.021446995399881055,0.0,0.0019354307362872674,0.034261241970021415,0.29978586723768735
